id	name	genus	species
1120974.3	Alistipes onderdonkii DSM 19147	Alistipes	 Alistipes onderdonkii
1235814.4	Bacteroides acidifaciens JCM 10556	Bacteroides	 Bacteroides acidifaciens
1121094.3	Bacteroides barnesiae DSM 18169	Bacteroides	 Bacteroides barnesiae
411901.7	Bacteroides caccae ATCC 43185	Bacteroides	 Bacteroides caccae
997873.3	Bacteroides caccae CL03T12C61	Bacteroides	 Bacteroides caccae
6666666.205258	Bacteroides caccae LFYP20	Bacteroides	 Bacteroides caccae
1796613.10	Bacteroides caecimuris strain I48	Bacteroides	 Bacteroides caecimuris
1796613.5	Bacteroides sp. I48	Bacteroides	 Bacteroides caecimuris
246787.4	Bacteroides cellulosilyticus strain WH2	Bacteroides	 Bacteroides cellulosilyticus
997874.3	Bacteroides cellulosilyticus CL02T12C19	Bacteroides	 Bacteroides cellulosilyticus
537012.5	Bacteroides cellulosilyticus DSM 14838	Bacteroides	 Bacteroides cellulosilyticus
762984.3	Bacteroides clarus YIT 12056	Bacteroides	 Bacteroides clarus
470145.6	Bacteroides coprocola DSM 17136	Bacteroides	 Bacteroides coprocola
547042.5	Bacteroides coprophilus DSM 18228	Bacteroides	 Bacteroides coprophilus
679937.3	Bacteroides coprosuis DSM 18011	Bacteroides	 Bacteroides coprosuis
556260.3	Bacteroides sp. D4	Bacteroides	 Bacteroides dorei
997875.3	Bacteroides dorei CL02T00C15	Bacteroides	 Bacteroides dorei
997876.3	Bacteroides dorei CL02T12C06	Bacteroides	 Bacteroides dorei
997877.3	Bacteroides dorei CL03T12C01	Bacteroides	 Bacteroides dorei
483217.6	Bacteroides dorei DSM 17855	Bacteroides	 Bacteroides dorei
665953.3	Bacteroides eggerthii 1_2_48FAA	Bacteroides	 Bacteroides eggerthii
483216.6	Bacteroides eggerthii DSM 20697	Bacteroides	 Bacteroides eggerthii
871325.5	Bacteroides faecichinchillae strain DSM 26883	Bacteroides	 Bacteroides faecichinchillae
1236513.3	Bacteroides faecichinchillae JCM 17102	Bacteroides	 Bacteroides faecichinchillae
6666666.205253	Bacteroides faecis LFYP10	Bacteroides	 Bacteroides faecis
1077285.3	Bacteroides faecis MAJ27	Bacteroides	 Bacteroides faecis
997888.3	Bacteroides thetaiotaomicron CL09T03C10	Bacteroides	 Bacteroides finegoldii
483215.6	Bacteroides finegoldii DSM 17565	Bacteroides	 Bacteroides finegoldii
763034.3	Bacteroides fluxus YIT 12057	Bacteroides	 Bacteroides fluxus
817.58	Bacteroides fragilis strain BOB25	Bacteroides	 Bacteroides fragilis
862962.3	Bacteroides fragilis 638R	Bacteroides	 Bacteroides fragilis
997880.3	Bacteroides fragilis CL05T00C42	Bacteroides	 Bacteroides fragilis
1073388.3	Bacteroides fragilis HMW 616	Bacteroides	 Bacteroides fragilis
272559.17	Bacteroides fragilis NCTC 9343	Bacteroides	 Bacteroides fragilis
295405.11	Bacteroides fragilis YCH46	Bacteroides	 Bacteroides fragilis
1121096.3	Bacteroides gallinarum DSM 18171	Bacteroides	 Bacteroides gallinarum
693979.3	Bacteroides helcogenes P 36-108	Bacteroides	 Bacteroides helcogenes
329854.7	Bacteroides intestinalis strain KLE1704	Bacteroides	 Bacteroides intestinalis
471870.8	Bacteroides intestinalis DSM 17393	Bacteroides	 Bacteroides intestinalis
6666666.205252	Bacteroides intestinalis LFYP9	Bacteroides	 Bacteroides intestinalis
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	Bacteroides	 Bacteroides massiliensis
1235788.3	Bacteroides massiliensis dnLKV3	Bacteroides	 Bacteroides sartorii
997884.3	Bacteroides nordii CL02T12C05	Bacteroides	 Bacteroides nordii
742727.4	Bacteroides oleiciplenus YIT 12058	Bacteroides	 Bacteroides oleiciplenus
28116.7	Bacteroides ovatus strain ATCC 8483	Bacteroides	 Bacteroides ovatus
665954.3	Bacteroides ovatus 3_8_47FAA	Bacteroides	 Bacteroides ovatus
411476.11	Bacteroides ovatus ATCC 8483	Bacteroides	 Bacteroides ovatus
997885.3	Bacteroides ovatus CL02T12C04	Bacteroides	 Bacteroides ovatus
997886.3	Bacteroides ovatus CL03T12C18	Bacteroides	 Bacteroides ovatus
6666666.205260	Bacteroides ovatus LFYP28	Bacteroides	 Bacteroides ovatus
702443.3	Bacteroides ovatus SD CMC 3f	Bacteroides	 Bacteroides ovatus
484018.6	Bacteroides plebeius DSM 17135	Bacteroides	 Bacteroides plebeius
1121099.3	Bacteroides propionicifaciens DSM 19291	Bacteroides	 Bacteroides propionicifaciens
1321819.3	Bacteroides pyogenes F0041	Bacteroides	 Bacteroides pyogenes
1235813.3	Bacteroides pyogenes JCM 10003	Bacteroides	 Bacteroides pyogenes
1235809.3	Bacteroides pyogenes JCM 6292	Bacteroides	 Bacteroides pyogenes
667015.3	Bacteroides salanitronis DSM 18170	Bacteroides	 Bacteroides salanitronis
997887.3	Bacteroides salyersiae CL02T12C01	Bacteroides	 Bacteroides salyersiae
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	Bacteroides	 Bacteroides salyersiae
1236538.3	Bacteroides sartorii JCM 16497	Bacteroides	 Bacteroides sartorii
1236515.3	Bacteroides sartorii JCM 17136 = DSM 21941	Bacteroides	 Bacteroides sartorii
1163670.3	Bacteroides sp. 14(A)	Bacteroides	-
469585.3	Bacteroides sp. 1_1_14	Bacteroides	-
457387.3	Bacteroides sp. 1_1_30	Bacteroides	-
469586.3	Bacteroides sp. 1_1_6	Bacteroides	-
469587.3	Bacteroides sp. 2_1_16	Bacteroides	-
469588.3	Bacteroides sp. 2_1_22	Bacteroides	-
469589.3	Bacteroides sp. 2_1_33B	Bacteroides	-
665938.3	Bacteroides sp. 2_1_56FAA	Bacteroides	-
469590.5	Bacteroides sp. 2_2_4	Bacteroides	-
469592.4	Bacteroides sp. 3_1_19	Bacteroides	-
457390.3	Bacteroides sp. 3_1_23	Bacteroides	-
457391.3	Bacteroides sp. 3_1_33FAA	Bacteroides	-
469593.3	Bacteroides sp. 3_1_40A	Bacteroides	-
457392.3	Bacteroides sp. 3_2_5	Bacteroides	-
457393.3	Bacteroides sp. 4_1_36	Bacteroides	-
457394.3	Bacteroides sp. 4_3_47FAA	Bacteroides	-
457395.6	Bacteroides sp. 9_1_42FAA	Bacteroides	-
556258.5	Bacteroides sp. D1	Bacteroides	-
556259.3	Bacteroides sp. D2	Bacteroides	-
585543.3	Bacteroides sp. D20	Bacteroides	-
585544.3	Bacteroides sp. D22	Bacteroides	-
1078089.3	Bacteroides sp. HPS0048	Bacteroides	-
1637511.3	Bacteroides sp. N54.MGS-20	Bacteroides	-
1236514.3	Bacteroides stercorirosoris JCM 17103	Bacteroides	 Bacteroides stercorirosoris
449673.7	Bacteroides stercoris ATCC 43183	Bacteroides	 Bacteroides stercoris
1073351.3	Bacteroides stercoris CC31F	Bacteroides	 Bacteroides stercoris
818.23	Bacteroides thetaiotaomicron strain 7330	Bacteroides	 Bacteroides thetaiotaomicron
226186.1	Bacteroides thetaiotaomicron VPI-5482	Bacteroides	 Bacteroides thetaiotaomicron
1235785.3	Bacteroides thetaiotaomicron dnLKV9	Bacteroides	 Bacteroides thetaiotaomicron
411479.10	Bacteroides uniformis ATCC 8492	Bacteroides	 Bacteroides uniformis
997889.3	Bacteroides uniformis CL03T00C23	Bacteroides	 Bacteroides uniformis
997890.3	Bacteroides uniformis CL03T12C37	Bacteroides	 Bacteroides uniformis
6666666.205264	Bacteroides uniformis LFYP32	Bacteroides	 Bacteroides uniformis
1235787.3	Bacteroides uniformis dnLKV2	Bacteroides	 Bacteroides uniformis
1339348.3	Bacteroides uniformis str. 3978 T3 i	Bacteroides	 Bacteroides uniformis
821.40	Bacteroides vulgatus strain mpk	Bacteroides	 Bacteroides vulgatus
435590.9	Bacteroides vulgatus ATCC 8482	Bacteroides	 Bacteroides vulgatus
997891.3	Bacteroides vulgatus CL09T03C04	Bacteroides	 Bacteroides vulgatus
6666666.205254	Bacteroides vulgatus LFYP11	Bacteroides	 Bacteroides vulgatus
702446.3	Bacteroides vulgatus PC510	Bacteroides	 Bacteroides vulgatus
1235786.3	Bacteroides vulgatus dnLKV7	Bacteroides	 Bacteroides vulgatus
997892.3	Bacteroides xylanisolvens CL03T12C04	Bacteroides	 Bacteroides xylanisolvens
702447.3	Bacteroides xylanisolvens SD CC 1b	Bacteroides	 Bacteroides xylanisolvens
702444.3	Bacteroides ovatus SD CC 2a	Bacteroides	 Bacteroides xylanisolvens
657309.4	Bacteroides xylanisolvens XB1A	Bacteroides	 Bacteroides xylanisolvens
1263055.3	Bacteroides uniformis CAG:3	Bacteroides	 Bacteroides uniformis
1349822.3	Coprobacter fastidiosus NSB1	Coprobacter	 Coprobacter fastidiosus
1796646.5	Muribaculum intestinale strain YL27	Muribaculum	 Muribaculum intestinale
544644.3	Butyricimonas synergistica strain 43_13	Butyricimonas	 Butyricimonas synergistica
1121129.3	Butyricimonas synergistica DSM 23225	Butyricimonas	 Butyricimonas synergistica
1121130.3	Butyricimonas virosa DSM 23226	Butyricimonas	 Butyricimonas virosa
742817.3	Odoribacter laneus YIT 12061	Odoribacter	 Odoribacter laneus
709991.3	Odoribacter splanchnicus DSM 20712	Odoribacter	 Odoribacter splanchnicus
742726.3	Barnesiella intestinihominis YIT 11860	Barnesiella	 Barnesiella intestinihominis
742766.3	Dysgonomonas gadei ATCC BAA-286	Dysgonomonas	 Dysgonomonas gadei
742767.3	Dysgonomonas mossii DSM 22836	Dysgonomonas	 Dysgonomonas mossii
435591.13	Parabacteroides distasonis ATCC 8503	Parabacteroides	 Parabacteroides distasonis
999416.3	Parabacteroides distasonis CL03T12C09	Parabacteroides	 Parabacteroides distasonis
999417.3	Parabacteroides distasonis CL09T03C24	Parabacteroides	 Parabacteroides distasonis
6666666.201655	Parabacteroides distasonis LFYP31	Parabacteroides	 Parabacteroides distasonis
999418.3	Parabacteroides goldsteinii CL02T12C30	Parabacteroides	 Parabacteroides goldsteinii
927665.4	Parabacteroides goldsteinii DSM 19448 = WAL 12034	Parabacteroides	 Parabacteroides goldsteinii
1235789.3	Parabacteroides goldsteinii dnLKV18	Parabacteroides	 Parabacteroides goldsteinii
1122931.3	Parabacteroides gordonii DSM 23371	Parabacteroides	 Parabacteroides gordonii
999419.3	Parabacteroides johnsonii CL02T12C29	Parabacteroides	 Parabacteroides johnsonii
537006.5	Parabacteroides johnsonii DSM 18315	Parabacteroides	 Parabacteroides johnsonii
411477.4	Parabacteroides merdae ATCC 43184	Parabacteroides	 Parabacteroides merdae
999420.3	Parabacteroides merdae CL03T12C32	Parabacteroides	 Parabacteroides merdae
999421.3	Parabacteroides merdae CL09T00C40	Parabacteroides	 Parabacteroides merdae
6666666.205271	Parabacteroides merdae LFYP103	Parabacteroides	 Parabacteroides merdae
457388.5	Bacteroides sp. 2_1_7	Parabacteroides	-
1235803.3	Parabacteroides sp. ASF519	Parabacteroides	-
563193.3	Parabacteroides sp. D13	Parabacteroides	-
658661.3	Parabacteroides sp. D25	Parabacteroides	-
658662.3	Parabacteroides sp. D26	Parabacteroides	-
1834200.5	Parabacteroides sp. YL27	Parabacteroides	-
879243.3	Porphyromonas asaccharolytica DSM 20707	Porphyromonas	 Porphyromonas asaccharolytica
910312.3	Porphyromonas asaccharolytica PR426713P-I	Porphyromonas	 Porphyromonas asaccharolytica
553175.3	Porphyromonas endodontalis ATCC 35406	Porphyromonas	 Porphyromonas endodontalis
837.83	Porphyromonas gingivalis strain A7436	Porphyromonas	 Porphyromonas gingivalis
431947.6	Porphyromonas gingivalis ATCC 33277	Porphyromonas	 Porphyromonas gingivalis
1030843.3	Porphyromonas gingivalis TDC60	Porphyromonas	 Porphyromonas gingivalis
242619.1	Porphyromonas gingivalis W83	Porphyromonas	 Porphyromonas gingivalis
1236526.3	Porphyromonas gingivicanis JCM 15907	Porphyromonas	 Porphyromonas gingivicanis
1122975.3	Porphyromonas somerae DSM 23386	Porphyromonas	 Porphyromonas somerae
596327.3	Porphyromonas uenonis 60-3	Porphyromonas	 Porphyromonas uenonis
203275.8	Tannerella forsythia ATCC 43037	Tannerella	 Tannerella forsythia
665949.3	Tannerella sp. 6_1_58FAA_CT1	Tannerella	-
626522.3	Prevotella tannerae ATCC 51259	Alloprevotella	 Alloprevotella tannerae
454154.3	Paraprevotella clara LFYP37	Paraprevotella	 Paraprevotella clara
762968.3	Paraprevotella clara YIT 11840	Paraprevotella	 Paraprevotella clara
762982.3	Paraprevotella xylaniphila YIT 11841	Paraprevotella	 Paraprevotella xylaniphila
838.107	Prevotella sp. BEED25	Prevotella	-
1122978.3	Prevotella albensis DSM 11370	Prevotella	 Prevotella albensis
868129.3	Prevotella bivia DSM 20514	Prevotella	 Prevotella bivia
553171.3	Prevotella bivia JCVIHMP010	Prevotella	 Prevotella bivia
752555.5	Prevotella bryantii B14	Prevotella	 Prevotella bryantii
873513.3	Prevotella buccae ATCC 33574	Prevotella	 Prevotella buccae
575611.3	Prevotella buccae D17	Prevotella	 Prevotella buccae
1197728.3	Prevotella conceptionensis 9403948	Prevotella	 Prevotella conceptionensis
165179.612	Prevotella copri PS131_S11	Prevotella	 Prevotella copri
537011.5	Prevotella copri DSM 18205	Prevotella	 Prevotella copri
28128.5	Prevotella corporis strain MJR7716	Prevotella	 Prevotella corporis
1122981.3	Prevotella corporis DSM 18810	Prevotella	 Prevotella corporis
944557.3	Prevotella denticola CRIS 18C-A	Prevotella	 Prevotella denticola
767031.3	Prevotella denticola F0289	Prevotella	 Prevotella denticola
866771.4	Prevotella disiens FB035-09AN	Prevotella	 Prevotella disiens
28131.5	Prevotella intermedia strain ATCC 49046	Prevotella	 Prevotella intermedia
1122984.7	Prevotella intermedia ATCC 25611 [PRJNA169798]	Prevotella	 Prevotella intermedia
1122985.3	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	Prevotella	 Prevotella loescheii
28132.3	Prevotella melaninogenica strain FDAARGOS_306	Prevotella	 Prevotella melaninogenica
28132.5	Prevotella melaninogenica strain GAI 07411	Prevotella	 Prevotella melaninogenica
28132.6	Prevotella melaninogenica BEED24	Prevotella	 Prevotella melaninogenica
553174.6	Prevotella melaninogenica ATCC 25845	Prevotella	 Prevotella melaninogenica
575612.3	Prevotella melaninogenica D18	Prevotella	 Prevotella melaninogenica
1122988.3	Prevotella nanceiensis DSM 19126	Prevotella	 Prevotella nanceiensis
997352.4	Prevotella nigrescens ATCC 33563	Prevotella	 Prevotella nigrescens
702439.3	Prevotella nigrescens F0103	Prevotella	 Prevotella nigrescens
873533.3	Prevotella oralis ATCC 33269	Prevotella	 Prevotella oralis
1203550.3	Prevotella oralis HGA0225	Prevotella	 Prevotella oralis
702438.4	Prevotella oulorum F0390	Prevotella	 Prevotella oulorum
997353.4	Prevotella pallens ATCC 700821	Prevotella	 Prevotella pallens
264731.4	Prevotella ruminicola 23	Prevotella	 Prevotella ruminicola
888832.3	Prevotella salivae DSM 15606	Prevotella	 Prevotella salivae
563031.3	Prevotella sp. C561	Prevotella	-
363265.5	Prevotella stercorea strain AF42-9	Prevotella	 Prevotella stercorea
1002367.3	Prevotella stercorea DSM 18206	Prevotella	 Prevotella stercorea
679189.3	Prevotella timonensis CRIS 5C-B1	Prevotella	 Prevotella timonensis
1122993.3	Prevotella veroralis DSM 19559	Prevotella	 Prevotella veroralis
1263102.3	Prevotella copri CAG:164	Prevotella	 Prevotella copri
1263103.3	Prevotella stercorea CAG:629	Prevotella	 Prevotella stercorea
679935.3	Alistipes finegoldii DSM 17242	Alistipes	 Alistipes finegoldii
1211813.3	Alistipes sp. AP11	Alistipes	 Alistipes ihumii
742725.3	Alistipes indistinctus YIT 12060	Alistipes	 Alistipes indistinctus
1118061.3	Bacteroidales bacterium ph8	Alistipes	 Alistipes obesi
445970.5	Alistipes putredinis DSM 17216	Alistipes	 Alistipes putredinis
1033732.3	Alistipes sp. JC50	Alistipes	 Alistipes senegalensis
717959.3	Alistipes shahii WAL 8301	Alistipes	 Alistipes shahii
1499682.4	Alistipes sp. AL-1	Alistipes	-
908612.3	Alistipes sp. HGB5	Alistipes	-
1033731.3	Alistipes sp. JC136	Alistipes	 Alistipes timonensis
1033731.7	Alistipes timonensis JC136	Alistipes	 Alistipes timonensis
880526.4	Rikenella microfusus DSM 15922	Rikenella	 Rikenella microfusus
1871003.3	Alistipes sp. Marseille-P3084	Tidjanibacter	 Tidjanibacter massiliensis
1121482.3	Dyadobacter beijingensis DSM 21582	Dyadobacter	 Dyadobacter beijingensis
471854.5	Dyadobacter fermentans DSM 18053	Dyadobacter	 Dyadobacter fermentans
1089547.3	Rudanella lutea DSM 19387	Rudanella	 Rudanella lutea
504472.7	Spirosoma linguale DSM 74	Spirosoma	 Spirosoma linguale
641143.3	Capnocytophaga granulosa ATCC 51502	Capnocytophaga	 Capnocytophaga granulosa
521097.5	Capnocytophaga ochracea DSM 7271	Capnocytophaga	 Capnocytophaga ochracea
873517.3	Capnocytophaga ochracea F0287	Capnocytophaga	 Capnocytophaga ochracea
1125719.3	Capnocytophaga ochracea str. Holt 25	Capnocytophaga	 Capnocytophaga ochracea
936370.3	Capnocytophaga sp. CM59	Capnocytophaga	-
1035193.3	Capnocytophaga sp. oral taxon 326 str. F0382	Capnocytophaga	-
706436.3	Capnocytophaga sp. oral taxon 329 str. F0087	Capnocytophaga	-
1127692.3	Capnocytophaga sp. oral taxon 332 str. F0381	Capnocytophaga	-
1125720.3	Capnocytophaga sp. oral taxon 335 str. F0486	Capnocytophaga	-
1203603.3	Capnocytophaga sp. oral taxon 336 str. F0502	Capnocytophaga	-
888059.3	Capnocytophaga sp. oral taxon 338 str. F0234	Capnocytophaga	-
1125721.3	Capnocytophaga sp. oral taxon 412 str. F0487	Capnocytophaga	-
553177.6	Capnocytophaga sputigena ATCC 33612	Capnocytophaga	 Capnocytophaga sputigena
76832.7	Myroides odoratimimus strain PR63039	Myroides	 Myroides odoratimimus
883150.3	Myroides odoratimimus CCUG 10230	Myroides	 Myroides odoratimimus
883151.3	Myroides odoratimimus CCUG 12700	Myroides	 Myroides odoratimimus
883152.3	Myroides odoratimimus CCUG 12901	Myroides	 Myroides odoratimimus
883153.3	Myroides odoratimimus CCUG 3837	Myroides	 Myroides odoratimimus
883154.3	Myroides odoratimimus CIP 101113	Myroides	 Myroides odoratimimus
332977.5	Parapedobacter koreensis Jip14	Parapedobacter	 Parapedobacter koreensis
575590.3	Bacteroidetes oral taxon 274 str. F0058	-	-
634178.4	Listeria monocytogenes Clip80459	Listeria	 Listeria monocytogenes
702448.3	Enterococcus faecalis PC1.1	Enterococcus	 Enterococcus faecalis
1046597.4	Lactobacillus zeae KCTC 3804	Lactobacillus	 Lactobacillus zeae
525327.3	Lactobacillus hilgardii ATCC 8290	Lactobacillus	 Lactobacillus hilgardii
1203066.3	Lactobacillus pasteurii CRBIP 24.76	Lactobacillus	 Lactobacillus pasteurii
525364.3	Lactobacillus salivarius ATCC 11741	Lactobacillus	 Lactobacillus salivarius
1046595.4	Lactobacillus suebicus KCTC 3549	Lactobacillus	 Lactobacillus suebicus
525366.3	Lactobacillus vaginalis ATCC 49540	Lactobacillus	 Lactobacillus vaginalis
1046598.4	Lactobacillus versmoldensis KCTC 3814	Lactobacillus	 Lactobacillus versmoldensis
508765.6	Clostridium botulinum B str. Eklund 17B	Clostridium	 Clostridium botulinum
1118055.3	Anaerococcus sp. PH9	Anaerococcus	-
1115804.3	Eubacterium sp. AS15	-	-
796939.3	Eubacteriaceae bacterium CM2	Peptoanaerobacter	 Peptoanaerobacter stomatis
796940.3	Eubacteriaceae bacterium CM5	Peptoanaerobacter	 Peptoanaerobacter stomatis
796941.3	Eubacteriaceae bacterium OBRC8	Peptoanaerobacter	 Peptoanaerobacter stomatis
1122950.3	Peptostreptococcus anaerobius DSM 2949	Peptostreptococcus	 Peptostreptococcus anaerobius
245018.3	butyrate-producing bacterium SSC/2	Anaerostipes	 Anaerostipes hadrus
1319815.3	Cetobacterium somerae ATCC BAA-474	Cetobacterium	 Cetobacterium somerae
469605.3	Fusobacterium sp. 3_1_5R	Fusobacterium	 Fusobacterium gonidiaformans
469605.7	Fusobacterium gonidiaformans 3-1-5R	Fusobacterium	 Fusobacterium gonidiaformans
469615.3	Fusobacterium gonidiaformans ATCC 25563	Fusobacterium	 Fusobacterium gonidiaformans
469616.3	Fusobacterium mortiferum ATCC 9817	Fusobacterium	 Fusobacterium mortiferum
556263.3	Fusobacterium sp. D12	Fusobacterium	 Fusobacterium necrophorum
742814.3	Fusobacterium necrophorum subsp. funduliforme 1_1_36S	Fusobacterium	 Fusobacterium necrophorum
1095747.3	Fusobacterium necrophorum subsp. funduliforme ATCC 51357	Fusobacterium	 Fusobacterium necrophorum
1161424.3	Fusobacterium necrophorum subsp. funduliforme Fnf 1007	Fusobacterium	 Fusobacterium necrophorum
851.120	Fusobacterium nucleatum BEED12	Fusobacterium	 Fusobacterium nucleatum
457403.8	Fusobacterium nucleatum subsp. animalis 11_3_2	Fusobacterium	 Fusobacterium nucleatum
457403.3	Fusobacterium sp. 11_3_2	Fusobacterium	 Fusobacterium nucleatum
469601.8	Fusobacterium nucleatum subsp. animalis 21_1A	Fusobacterium	 Fusobacterium nucleatum
469601.3	Fusobacterium sp. 21_1A	Fusobacterium	 Fusobacterium nucleatum
469603.3	Fusobacterium sp. 3_1_33	Fusobacterium	 Fusobacterium nucleatum
469607.3	Fusobacterium nucleatum subsp. animalis 4_8	Fusobacterium	 Fusobacterium nucleatum
457405.3	Fusobacterium sp. 7_1	Fusobacterium	 Fusobacterium nucleatum
457405.9	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium	 Fusobacterium nucleatum
556264.3	Fusobacterium sp. D11	Fusobacterium	 Fusobacterium nucleatum
999414.3	Fusobacterium nucleatum subsp. animalis OT 420	Fusobacterium	 Fusobacterium nucleatum
525283.3	Fusobacterium nucleatum subsp. nucleatum ATCC 23726	Fusobacterium	 Fusobacterium nucleatum
190304.8	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Fusobacterium	 Fusobacterium nucleatum
393480.8	Fusobacterium nucleatum subsp. polymorphum ATCC 10953	Fusobacterium	 Fusobacterium nucleatum
693991.3	Fusobacterium nucleatum subsp. polymorphum F0401	Fusobacterium	 Fusobacterium nucleatum
469602.3	Fusobacterium sp. 3_1_27	Fusobacterium	 Fusobacterium nucleatum
469602.7	Fusobacterium nucleatum subsp. vincentii 3_1_27	Fusobacterium	 Fusobacterium nucleatum
469604.3	Fusobacterium sp. 3_1_36A2	Fusobacterium	 Fusobacterium nucleatum
469604.7	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	Fusobacterium	 Fusobacterium nucleatum
469606.3	Fusobacterium sp. 4_1_13	Fusobacterium	 Fusobacterium nucleatum
469606.8	Fusobacterium nucleatum subsp. vincentii 4_1_13	Fusobacterium	 Fusobacterium nucleatum
860.70	Fusobacterium periodonticum BEED13	Fusobacterium	 Fusobacterium periodonticum
469621.8	Fusobacterium periodonticum 1_1_41FAA	Fusobacterium	 Fusobacterium periodonticum
469621.3	Fusobacterium sp. 1_1_41FAA	Fusobacterium	 Fusobacterium periodonticum
469599.3	Fusobacterium sp. 2_1_31	Fusobacterium	 Fusobacterium periodonticum
469599.8	Fusobacterium periodonticum 2_1_31	Fusobacterium	 Fusobacterium periodonticum
546275.3	Fusobacterium periodonticum ATCC 33693	Fusobacterium	 Fusobacterium periodonticum
1278306.3	Fusobacterium russii ATCC 25533	Fusobacterium	 Fusobacterium russii
457404.3	Fusobacterium sp. 12_1B	Fusobacterium	 Fusobacterium ulcerans
457404.5	Fusobacterium ulcerans 12-1B	Fusobacterium	 Fusobacterium ulcerans
469617.3	Fusobacterium ulcerans ATCC 49185	Fusobacterium	 Fusobacterium ulcerans
469618.3	Fusobacterium varium ATCC 27725	Fusobacterium	 Fusobacterium varium
32067.3	Leptotrichia sp. BEED20	Leptotrichia	-
523794.5	Leptotrichia buccalis C-1013-b	Leptotrichia	 Leptotrichia buccalis
596323.3	Leptotrichia goodfellowii F0264	Leptotrichia	 Leptotrichia goodfellowii
340101.3	Victivallis vadensis ATCC BAA-548	Victivallis	 Victivallis vadensis
1123242.3	Schlesneria paludicola DSM 18645	Schlesneria	 Schlesneria paludicola
239935.19	Akkermansia muciniphila YL44	Akkermansia	 Akkermansia muciniphila
239935.4	Akkermansia muciniphila strain Urmite	Akkermansia	 Akkermansia muciniphila
349741.6	Akkermansia muciniphila ATCC BAA-835	Akkermansia	 Akkermansia muciniphila
6666666.201644	Akkermansia muciniphila LFYP55	Akkermansia	 Akkermansia muciniphila
1574264.3	Akkermansia sp. KLE1797	Akkermansia	-
1574265.3	Akkermansia sp. KLE1798	Akkermansia	-
633149.4	Brevundimonas subvibrioides ATCC 15264	Brevundimonas	 Brevundimonas subvibrioides
1197906.5	Afipia birgiae 34632	Afipia	 Afipia birgiae
224911.1	Bradyrhizobium japonicum USDA 110	Bradyrhizobium	 Bradyrhizobium diazoefficiens
398525.3	Bradyrhizobium elkanii USDA 76	Bradyrhizobium	 Bradyrhizobium elkanii
375.29	Bradyrhizobium japonicum E109	Bradyrhizobium	 Bradyrhizobium japonicum
1037409.3	Bradyrhizobium japonicum USDA 6	Bradyrhizobium	 Bradyrhizobium japonicum
529.12	Ochrobactrum anthropi strain FRAF13	Ochrobactrum	 Ochrobactrum anthropi
439375.7	Ochrobactrum anthropi ATCC 49188	Ochrobactrum	 Ochrobactrum anthropi
1151114.3	Ochrobactrum anthropi CTS-325	Ochrobactrum	 Ochrobactrum anthropi
641118.3	Ochrobactrum intermedium LMG 3301	Ochrobactrum	 Ochrobactrum intermedium
908290.3	Methylobacterium mesophilicum SR1.6/6	Methylobacterium	 Methylobacterium mesophilicum
441620.7	Methylobacterium populi BJ001	Methylobacterium	 Methylobacterium populi
426355.14	Methylobacterium radiotolerans JCM 2831	Methylobacterium	 Methylobacterium radiotolerans
266835.9	Mesorhizobium loti MAFF303099	Mesorhizobium	 Mesorhizobium japonicum
935546.3	Mesorhizobium loti NZP2037	Mesorhizobium	 Mesorhizobium loti
176299.3	Agrobacterium tumefaciens str. C58	Agrobacterium	 Agrobacterium fabrum
1050720.3	Agrobacterium tumefaciens F2	Agrobacterium	 Agrobacterium tumefaciens
525371.3	Roseomonas cervicalis ATCC 49957	Roseomonas	 Roseomonas cervicalis
1150469.3	Rhodospirillum photometricum DSM 122	Pararhodospirillum	 Pararhodospirillum photometricum
269796.9	Rhodospirillum rubrum ATCC 11170	Rhodospirillum	 Rhodospirillum rubrum
553217.3	Enhydrobacter aerosaccus SK60	Enhydrobacter	 Enhydrobacter aerosaccus
85698.28	Achromobacter xylosoxidans strain NCTC10807	Achromobacter	 Achromobacter xylosoxidans
762376.5	Achromobacter xylosoxidans A8	Achromobacter	 Achromobacter xylosoxidans
511.8	Alcaligenes faecalis strain ZD02	Alcaligenes	 Alcaligenes faecalis
511.9	Alcaligenes faecalis strain NBIB-017	Alcaligenes	 Alcaligenes faecalis
103855.15	Bordetella hinzii strain F582	Bordetella	 Bordetella hinzii
292.26	Burkholderia cepacia strain LO6	Burkholderia	 Burkholderia cepacia
269483.3	Burkholderia cepacia R18194	Burkholderia	 Burkholderia lata
1009846.3	Burkholderia cepacia GG4	Burkholderia	 Burkholderia cepacia
266264.4	Cupriavidus metallidurans CH34	Cupriavidus	 Cupriavidus metallidurans
887898.3	Lautropia mirabilis ATCC 51599	Lautropia	 Lautropia mirabilis
658080.3	Ralstonia sp. 5_2_56FAA	Ralstonia	-
658664.3	Ralstonia sp. 5_7_47FAA	Ralstonia	-
1009852.3	Comamonas testosteroni ATCC 11996	Comamonas	 Comamonas testosteroni
